date,state,party,first_votes,first_share,second_votes,second_share
2025-02-23,Schleswig-Holstein,Piratenpartei Deutschland,,,,
2025-02-23,Schleswig-Holstein,RENTNER Partei Deutschland,,,,
2025-02-23,Schleswig-Holstein,"SGV - Solidarität, Gerechtigkeit, Veränderung",,,,
2025-02-23,Schleswig-Holstein,"Sozialist.Gleichheitspartei, Vierte Internationale",,,,
2025-02-23,Schleswig-Holstein,Südschleswigscher Wählerverband,58779.0,3.1,76138.0,4.0
2025-02-23,Schleswig-Holstein,Thüringer Heimatpartei,,,,
2025-02-23,Schleswig-Holstein,UNABHÄNGIGE für bürgernahe Demokratie,,,,
2025-02-23,Schleswig-Holstein,Volt Deutschland,23282.0,1.2,16496.0,0.9
2025-02-23,Schleswig-Holstein,"V-Partei3 - Partei f. Veränd., Vegetarier, Veganer",,,,
2025-02-23,Schleswig-Holstein,WerteUnion,,,,
2025-02-23,Schleswig-Holstein,WiR2020,,,,
2025-02-23,Schleswig-Holstein,Sonstige Parteien,1273.0,0.1,,
2025-02-23,Thüringen,Christlich Demokratische Union Deutschlands,272827.0,20.6,246065.0,18.6
2025-02-23,Thüringen,Alternative für Deutschland,512070.0,38.7,510527.0,38.6
2025-02-23,Thüringen,Sozialdemokratische Partei Deutschlands,131842.0,10.0,115915.0,8.8
2025-02-23,Thüringen,BÜNDNIS 90/DIE GRÜNEN,36822.0,2.8,56097.0,4.2
2025-02-23,Thüringen,Die Linke,209947.0,15.9,200688.0,15.2
2025-02-23,Thüringen,Christlich-Soziale Union in Bayern e.V.,,,,
2025-02-23,Thüringen,Ab jetzt... Demokratie durch Volksabstimmung,,,,
2025-02-23,Thüringen,Allianz Deutscher Demokraten,,,,
2025-02-23,Thüringen,"Allianz für Menschenrechte, Tier- und Naturschutz",,,,
2025-02-23,Thüringen,Basisdemokratische Partei Deutschland,,,,
2025-02-23,Thüringen,Bayernpartei,,,,
2025-02-23,Thüringen,"bergpartei, die überpartei",,,,
2025-02-23,Thüringen,Brandenb. Verein. Bürgerbewegungen/Freie Wähler,25831.0,2.0,20621.0,1.6
2025-02-23,Thüringen,Bund für Gesamtdeutschland,,,,
2025-02-23,Thüringen,Bündnis 21/RRP,,,,
2025-02-23,Thüringen,Bündnis C - Christen für Deutschland,,,,
2025-02-23,Thüringen,BÜNDNIS DEUTSCHLAND,,,3454.0,0.3
2025-02-23,Thüringen,Bündnis für Innovation und Gerechtigkeit,,,,
2025-02-23,Thüringen,Bündnis Grundeinkommen,,,,
2025-02-23,Thüringen,Bündnis Sahra Wagenknecht,96975.0,7.3,124760.0,9.4
2025-02-23,Thüringen,Bürgerbewegung für Fortschritt und Wandel,,,,
2025-02-23,Thüringen,Bürgerbewegung pro Deutschland,,,,
2025-02-23,Thüringen,Bürgerrechtsbewegung Solidarität,,,,
2025-02-23,Thüringen,Demokratie in Bewegung,,,,
2025-02-23,Thüringen,DER DRITTE WEG,,,,
2025-02-23,Thüringen,Deutsche Kommunistische Partei,,,,
2025-02-23,Thüringen,DEUTSCHE KONSERVATIVE,,,,
2025-02-23,Thüringen,Deutsche Mitte,,,,
2025-02-23,Thüringen,Die Einheit,,,,
2025-02-23,Thüringen,Die Gerechtigkeitspartei - Team Todenhöfer,,,,
2025-02-23,Thüringen,Die Grauen - Für alle Generationen,,,,
2025-02-23,Thüringen,Die Heimat,,,,
2025-02-23,Thüringen,Die Partei,,,,
2025-02-23,Thüringen,DIE RECHTE,,,,
2025-02-23,Thüringen,DIE REPUBLIKANER,,,,
2025-02-23,Thüringen,DIE SONSTIGEN,,,,
2025-02-23,Thüringen,Die Urbane. Eine HipHop Partei,,,,
2025-02-23,Thüringen,Die Violetten,,,,
2025-02-23,Thüringen,diePinken/BÜNDNIS21,,,,
2025-02-23,Thüringen,Europäische Partei LIEBE,,,,
2025-02-23,Thüringen,Familien-Partei Deutschlands,,,,
2025-02-23,Thüringen,Feministische Partei DIE FRAUEN,,,,
2025-02-23,Thüringen,Freie Demokratische Partei,28121.0,2.1,37292.0,2.8
2025-02-23,Thüringen,FREIE WÄHLER,,,,
2025-02-23,Thüringen,Gartenpartei,,,,
2025-02-23,Thüringen,Graue Panther,,,,
2025-02-23,Thüringen,Klimaliste Baden-Württemberg,,,,
2025-02-23,Thüringen,Liberale Demokraten - Die Sozialliberalen,,,,
2025-02-23,Thüringen,Liberal-Konservative Reformer,,,,
2025-02-23,Thüringen,Lobbyisten für Kinder,,,,
2025-02-23,Thüringen,Marxistisch-Leninistische Partei Deutschlands,1678.0,0.1,1743.0,0.1
2025-02-23,Thüringen,Menschliche Welt,,,,
2025-02-23,Thüringen,MERA25 - Gemeinsam für Europäische Unabhängigkeit,,,,
2025-02-23,Thüringen,Mieterpartei,,,,
2025-02-23,Thüringen,Nein!-Idee,,,,
2025-02-23,Thüringen,Neue Liberale - Die Sozialliberalen,,,,
2025-02-23,Thüringen,Ökologisch-Demokratische Partei,,,,
2025-02-23,Thüringen,Partei Bibeltreuer Christen,,,,
2025-02-23,Thüringen,Partei der Humanisten,,,,
2025-02-23,Thüringen,Partei der Nichtwähler,,,,
2025-02-23,Thüringen,Partei der Vernunft,,,,
2025-02-23,Thüringen,Partei des Fortschritts,,,,
2025-02-23,Thüringen,Partei für Verjüngungsforschung,,,,
2025-02-23,Thüringen,PARTEI MENSCH UMWELT TIERSCHUTZ,,,,
2025-02-23,Thüringen,Piratenpartei Deutschland,,,,
2025-02-23,Thüringen,RENTNER Partei Deutschland,,,,
2025-02-23,Thüringen,"SGV - Solidarität, Gerechtigkeit, Veränderung",,,,
2025-02-23,Thüringen,"Sozialist.Gleichheitspartei, Vierte Internationale",,,,
2025-02-23,Thüringen,Südschleswigscher Wählerverband,,,,
2025-02-23,Thüringen,Thüringer Heimatpartei,,,,
2025-02-23,Thüringen,UNABHÄNGIGE für bürgernahe Demokratie,,,,
2025-02-23,Thüringen,Volt Deutschland,,,6998.0,0.5
2025-02-23,Thüringen,"V-Partei3 - Partei f. Veränd., Vegetarier, Veganer",,,,
2025-02-23,Thüringen,WerteUnion,,,,
2025-02-23,Thüringen,WiR2020,,,,
2025-02-23,Thüringen,Sonstige Parteien,7113.0,0.5,,
